Sentences,Labels
did richard feynman say upon hearing would receive nobel prize physics ,DESC:desc
what sport these following numbers relevant  118  126  134  142  15  158  167  177  19 ,ENTY:sport
were four famous founders united artists ,HUM:ind
2 statues france give other countries ,ENTY:cremat
are amphibians ,DESC:def
many sperm cells in average ejaculation ,NUM:count
name disposable razor  costs 19 cents . ,ENTY:product
far you to run you hit home run ,NUM:dist
was only u.s. president wear nazi uniform ,HUM:ind
woodrow wilson served president what university ,HUM:gr
are tropical rain forest distributions ,LOC:other
s nickname oddsmaker jimmy snyder ,HUM:ind
is fear being loved ,ENTY:dismed
number people randy steven craft was convicted killing ,NUM:other
was queen victoria s title regarding india ,HUM:title
is hydrogen bomb different a nuclear bomb ,DESC:manner
far can man travel outer space ,NUM:dist
was lincoln assassinated ,LOC:other
type food makes fat ,ENTY:food
is name chronic neurological autoimmune disease attacks the protein sheath surrounds nerve cells causing gradual loss movement the body ,ENTY:dismed
was u.s. highway death toll 1969 ,NUM:count
kind animals dorsets  lincolns  oxfords southdowns ,ENTY:animal
are shortest the longest songs ever produced ,ENTY:cremat
letter to right k a typewriter keyboard ,ENTY:letter
is origin the meaning the name   hajo  ,DESC:desc
is plural gulf ,ENTY:word
whose autobiography titled yes can ,HUM:ind
year united states pass the copyright law ,NUM:date
percentage americans their homes ,NUM:perc
s first day the week ,NUM:date
city president william mckinley shot ,LOC:city
city the world s longest subway system ,LOC:city
claimed killed 4  280 buffalo food crew building the kansas pacific railway ,HUM:ind
is bombay duck ,DESC:def
many degrees cooler the inside a cucumber the air outside ,NUM:count
double talking  professor  holds doctorate nothing ,HUM:ind
are five expensive cities the world ,LOC:city
19th-century writer a country estate the hudson dubbed sunnyside ,HUM:ind
many layers yellow paint a faber mongol pencil lucky enough be sprayed ,NUM:count
is virtual ip address ,DESC:def
was name the cook rawhide ,HUM:ind
county chicago ,LOC:other
is wingspan a condor ,NUM:dist
facial feature typically contains 55 hairs ,DESC:desc
was named admiral ocean seas viceroy governor general all the islands might discover  also granted 10- all profits his voyage .,HUM:ind
can transport files one computer another ,DESC:manner
s literary term a play words ,ENTY:termeq
color their horses ,ENTY:color
does average daycare provider get paid new england ,NUM:money
author landed 468-pound marlin without harness the early 193 s ,HUM:ind
many americans fought the british the american revolution ,NUM:count
kind education i need become flight attendant ,ENTY:other
are two languages malta ,ENTY:lang
many oceans there name ,NUM:count
happened the blackhawk indian war 1832 ,DESC:desc
many pairs legs a lobster ,NUM:count
does latin ante mortem mean ,DESC:def
does name shawn mean ,DESC:def
is danube ,LOC:other
lawyer won largest divorce settlement  $85 million  u.s. history sheika dena al-farri ,HUM:ind
do call group geese ,ENTY:animal
delivered last newscast march 6  1981 ,HUM:ind
many times  louie  louie  recorded ,NUM:count
is answers.com different knowpost.com ,DESC:manner
is longest place name the u.s. ,LOC:other
percent liked thatcher she been power a decade ,NUM:perc
does buzz aldrin want build permanent  manned space station ,LOC:other
was mel gibson s first movie ,ENTY:cremat
was l.a. office shea gould closed ,DESC:reason
do start bank ,DESC:manner
do ouija boards work ,DESC:manner
horse zorro ride ,ENTY:animal
do get broken cork of bottle ,DESC:manner
can find correct tabs third eye blind songs ,LOC:other
do determine heating requirements your home ,DESC:manner
former major-league left-handed baseball pitcher known  space man  ,HUM:ind
hair care product told us  hate gray  wash away  ,ENTY:product
did chicken cross road ,DESC:reason
was michelangelo s last name ,HUM:ind
is barbara jordan ,HUM:desc
was democratic nominee the american presidential election ,HUM:ind
was connecticut s first constitution called ,ENTY:cremat
historical event happened dogtown 1899 ,ENTY:event
is done the millennium bug ,DESC:def
was claim fame king camp gillette ,DESC:reason
is most common kind skin cancer the u.s. ,ENTY:dismed
is olestra ,DESC:def
asian country a bill rights cows ,LOC:country
many fingers used draw bow ,NUM:count
two plants clothes are made ,ENTY:plant
was hurricane hugo ,NUM:date
is most heavily caffeinated soft drink ,ENTY:food
president-to-be first member congress enlist following the attack pearl harbor ,HUM:ind
was price varian associates  vacuum products division ,NUM:money
was  great depression  ,NUM:date
language mostly spoken brazil ,ENTY:lang
college produced most winning super bowl quarterbacks ,HUM:gr
do solve  rubik s cube  ,DESC:manner
is prepared mustard ,DESC:def
classical spanish writer warned   that glitters not gold  ,HUM:ind
does  antidisestablishmentarianism  mean ,DESC:def
actor married john f. kennedy s sister ,HUM:ind
does topophobic actor suffer ,ENTY:dismed
fired maria ybarra her position san diego council ,HUM:ind
italian artist  maurizio pellegrin  how old ,NUM:period
type hunting retrievers used ,ENTY:other
is colin powell best known ,DESC:reason
was first black golfer tee in masters ,HUM:ind
city the setting puccini s opera la boheme ,LOC:city
u.s. president showed fondness munching bee pollen bars ,HUM:ind
is measured curies ,DESC:def
whose cover that an employee universal import export ,HUM:ind
former president s daughter written book titled murder the white house ,HUM:ind
fictional character known the  melancholy dane  ,HUM:ind
italy the largest producer what ,ENTY:product
longtime game show host dropped dead jogging central park 1984 ,HUM:ind
is meaning w.b. yeat s poem   three hermits  ,DESC:def
were  filthiest people alive  ,HUM:ind
infectious disease the world s deadliest ,ENTY:dismed
is spumante ,DESC:def
what year ireland elect first woman president ,NUM:date
is isthmus ,DESC:def
was name the orca died a fungal infection ,ENTY:animal
is mozambique located ,LOC:other
is mississippi s state animal ,ENTY:animal
s origin the word  news  ,DESC:desc
did dan aykroyd john belushi quit saturday night live become ,ENTY:other
many months a normal human pregnancy last ,NUM:count
do fuel injectors work ,DESC:manner
can school march the macy s thanksgiving parade ,DESC:manner
is real name disc jockey  wolfman jack  ,HUM:ind
italian liner hijacked 1985 ,ENTY:veh
city houses u.s. headquarters procter gamble ,LOC:city
soap touted being  people like people  ,ENTY:product
much the minimum wage 1991 ,NUM:money
does nafta stand ,ABBR:exp
invented silly putty ,HUM:ind
new middle school built philadelphia  pennsylvania last year ,HUM:gr
patented first phonograph ,HUM:ind
are tips building fire a fireplace ,ENTY:techmeth
do manatees eat ,ENTY:food
do say 2 latin ,ENTY:termeq
were popular songs types songs the 1920s ,ENTY:cremat
many vietnamese there the soviet union ,NUM:count
is november s birthstone ,ENTY:other
is certified nurse midwife ,DESC:def
average  many miles there the moon ,NUM:count
created private detective philip marlowe ,HUM:ind
boris pasternak book sold 5  0 copies become fiction best-seller 1958 ,ENTY:cremat
is origin the expression  tout de suite  ,DESC:desc
is longest english word ,ENTY:word
is purpose a car bra ,DESC:reason
is d.b. cooper known ,DESC:reason
is colin powell ,HUM:desc
species a colt ,ENTY:animal
is full name the plo ,ABBR:exp
is smallest country africa ,LOC:country
coined term nn cyberspace  his novel nn neuromancer  ,HUM:ind
age followed bronze age ,ENTY:event
is profession ,HUM:title
is full name man invented the multicolored game cube has 42.3 quintillion potential combinations ,HUM:ind
does word laser mean ,ABBR:exp
does name  anthony  mean ,DESC:def
was lauren bacall s first husband ,HUM:ind
is rhomboideus minor ,DESC:def
many hands bjorn borg use hitting forehand ,NUM:count
many people died d-day ,NUM:count
u.s. congressman said   keep faith  baby  .,HUM:ind
created character scrooge ,HUM:ind
is student population the university massachusetts amherst ,NUM:other
is windsor castle ,LOC:other
did dow first reach ,NUM:date
were people recruited the vietnam war ,DESC:reason
party winston churchill member ,HUM:gr
american league baseball team s worst finish 1926 1964 fourth ,HUM:gr
can find names all 15 pokemon ,LOC:other
state martha stewart live ,LOC:state
killer whale died sea world a fungal infection ,ENTY:animal
are benelux countries ,LOC:country
s petrified forest ,LOC:other
is language spoken the sioux ,ENTY:lang
is tornado alley ,LOC:other
was author  john brown s body  ,HUM:ind
american poet wrote   good fences make good neighbors  ,HUM:ind
state the u.s. the blacks ,LOC:state
are electric cars less efficient the northeast in california ,DESC:reason
was occupation mandy rice-davies ,HUM:title
is city which maurizio pellegrin lives called ,LOC:city
painted sistine chapel ,HUM:ind
name various costumed personas dr. henry pym .,HUM:ind
breed dog the  little rascals  dog ,ENTY:animal
are living conditions cuba ,DESC:desc
color school buses ,ENTY:color
is oldest website the internet ,LOC:other
events happened january 26  1978 ,ENTY:event
explorers followed columbus the americas ,HUM:ind
is actress goldie hawn s current actor boyfriend ,HUM:ind
banned peter rose baseball betting games ,HUM:ind
are seven virtues ,DESC:def
other name the  little rascals  known ,ENTY:termeq
was san francisco fire ,NUM:date
is fear food ,ENTY:dismed
many casinos in atlantic city  nj ,NUM:count
year the vietnam war end ,NUM:date
are names richard nixon s two daughters ,HUM:ind
s word broken glass sharp rocks embedded cement top a wall ,ENTY:word
is chromosome number an elephant ,NUM:count
organization founded the rev. jerry falwell ,HUM:gr
s longest river the world ,LOC:other
soft drink madonna advertise ,ENTY:food
company being bought yahoo how much the deal worth ,HUM:gr
was berlin s brandenburg gate erected ,NUM:date
many double-word-score spaces there a scrabble crossword game board ,NUM:count
year germany sign nonaggression pact the soviet union ,NUM:date
mountain range traversed the highest railroad the world ,LOC:mount
were american soldiers wwi called  doughboys ,DESC:reason
was nicknamed little corporal ,HUM:ind
many cds garth brooks sold ,NUM:count
name vessel used the atari force the dc comics .,ENTY:veh
are leading medical groups specializing lung diseases ,LOC:other
can find online spelling  punctuation drills my 6th grader ,DESC:manner
s sacred river india ,LOC:other
is stefan edberg s native country ,LOC:country
is only gland humans can regenerate ,ENTY:body
many gutenberg bibles there ,NUM:count
name largest country south america .,LOC:country
astronomical phenomenon takes place jan. 1999 ,ENTY:event
information can get on fairground park st. louis,DESC:desc
was american folk hero john chapman s nickname ,HUM:ind
is difference a median a mean ,DESC:desc
was top box office movie april 1998 ,ENTY:cremat
makes thunder ,DESC:reason
author photographer yousuf karsh call  shiest man ever met  ,HUM:ind
is largest clock  diameter wise  europe ,ENTY:other
plant rum made ,ENTY:plant
country godiva chocolates ,LOC:country
name poet the poem begins  do know much gods  i think the river a strong brown god-sullen  untamed ,HUM:ind
condiment once sold a patent medicine ,ENTY:food
u.s. state records least rainfall ,LOC:state
did world enter global depression 1929 ,DESC:reason
was archy  mehitabel ,DESC:def
texas city got name the spanish  yellow  ,LOC:city
are chemicals used glowsticks ,ENTY:substance
country the nile river originate ,LOC:country
color tennis balls ,ENTY:color
barroom judge called the law west the pecos ,HUM:ind
excuse nato people give hitting the chinese embassy ,DESC:desc
was president costa rica 1994 ,HUM:ind
sports event meyer wolfsheim supposed have fixed the great gatsby ,ENTY:sport
country the best defensive position the board game diplomacy ,LOC:country
two countries share khyber pass ,LOC:country
was chairman the senate select committee tried get the bottom watergate ,HUM:ind
is origin the surname braun ,DESC:desc
card game variations called canfield  klondike spider ,ENTY:sport
is australia day ,DESC:def
mammal north america the world s longest-lived its size ,ENTY:animal
was chivington massacre ,DESC:def
actor starred 1980 s blue lagoon  1982 s pirate movie 1983 s night heaven ,HUM:ind
